method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
tfidf cosine,To End The Rapture,metal,Ev'ry Time We Say Goodbye,jazz,It Came Upon A Midnight Clear (Album Version),classical,Apocalyptic Destroyer of Angels,metal
tfidf cosine,Witness,metal,Breathe Again,r&b/soul,Breathe Without You,electronic,Say You're Sorry,jazz
tfidf cosine,Heartache Every Moment,metal,Lost In This Moment,country,When You Say You Love Me (Album Version),classical,Hirudineans,metal
tfidf cosine,Sigillum Diaboli,metal,Explode,pop,We Are In Love,jazz,Black Magic Woman,blues
tfidf cosine,Refined By Your Embrace,metal,Lay Back In The Arms Of Someone,country,A Man Without Love,pop,Hunter killer,metal
tfidf cosine,The Innocence Spilled,metal,Pain,hip hop,Grace Unhearing,metal,This Ain't A Love Song,rock
tfidf cosine,An American Dream,metal,Simple Favor,punk,Torches and Tragedies,punk,Moths,punk
tfidf cosine,The Changing Of Times,metal,Someone Said Goodbye,electronic,Don't Say Goodbye,r&b/soul,Wherever You're Goin' (It's Alright),pop
tfidf cosine,Autumn,metal,Auf das Leben,folk,Dschungelpartei,reggae,ROSENROT,metal
tfidf cosine,Chorus Of Angels,metal,It Came Upon A Midnight Clear (Album Version),classical,Lullaby,r&b/soul,From This Dream,country
tfidf cosine,Follow The Wolves,metal,17,country,Abandoned,metal,Extirpation,electronic
tfidf cosine,I Am You,metal,No Sympathy (for The Devil),metal,Rise,hip hop,Sentenced to Burn,metal
tfidf cosine,The Science Of Lies,metal,Phoenix From The Fire,folk,Freestate,electronic,Incarnadine,metal
tfidf cosine,Slow Down,metal,Towards Loss,metal,Saturday Come Slow,electronic,Swimmer,jazz
tfidf cosine,Steal Away (The Night),metal,That Ain't A Crime,country,Snowflakes Of Love,jazz,Remember Me,classical
tfidf cosine,Black Curtains (2004 Digital Remaster),metal,Black Is The Color,folk,Bags,punk,C.b.f.,metal
tfidf cosine,Die Dead Enough,metal,Never Enough,metal,Lightspan,electronic,Hymn,folk
tfidf cosine,Bodies,metal,Naked,r&b/soul,Have To Explode,rock,Switch,hip hop
tfidf cosine,Rotting Head,metal,The Sanity Assassin,punk,Bourbon,blues,Gutter Boy,punk
tfidf cosine,Gehenna,metal,Brotha,r&b/soul,GO,punk,Me And My Desire,punk
tfidf cosine,[sic] [Explicit],metal,She Ain't Afraid,hip hop,Rabbit Run,hip hop,I'm Sick,punk
tfidf cosine,Gunshots by Computer,metal,Tranny Chaser,pop,Twizala,r&b/soul,Here I Am,country
tfidf cosine,Hope Is... (Album Version),metal,No More Runnin,electronic,Lost In This Moment,country,Rise Up,r&b/soul
tfidf cosine,The Moor,metal,Cambridge (Album Version),punk,Standing,electronic,Turn Away,country
tfidf cosine,This Flesh A Tomb (Instrumental Version),metal,Baby Be Mine,pop,Little Girl,pop,Dream,r&b/soul
tfidf cosine,A Higher Standard,metal,One of Us,hip hop,Migration,folk,Automatic Man (Album Version),punk
tfidf cosine,Redemption,metal,Domination,metal,God Is My Friend,r&b/soul,Call the Ships to Port,electronic
tfidf cosine,We Die Alone (Bonus Track),metal,5 Years Of Silence,metal,Rise Against,metal,-9-,rock
tfidf cosine,Elements,metal,Heal The Waters,metal,Utterance,reggae,Infant Joy,classical
tfidf cosine,Know The Difference,metal,Don't Get Around Much Anymore,jazz,He Loves Me (Lyzel In E Flat),r&b/soul,You're Not Supposed To,r&b/soul
tfidf cosine,Peephole,metal,Bleed For Me,rock,Stuck In The Middle,blues,Web In Front,rock
tfidf cosine,Hellhounds on My Trail,metal,All About U,hip hop,Gotta Go,r&b/soul,Interlude 5,r&b/soul
tfidf cosine,No Commands,metal,It Doesn't Matter Anymore,pop,Take Me,pop,One Word,electronic
tfidf cosine,Mother (2006 Remastered Alternate Mix),metal,The Light & The Glass,rock,All That Jazz,jazz,Plaza,electronic
tfidf cosine,Lord Of The Flies (Live In Dortmund),metal,Soul Possessed,metal,May It Be,electronic,Oh Jerusalem,r&b/soul
tfidf cosine,Phantom Of The Opera (Live) (1998 Digital Remaster),metal,Don't Look Back,r&b/soul,Slam Harder,hip hop,Slam,hip hop
tfidf cosine,Re-Birth,metal,Into The Sun,jazz,Undefeated,punk,Burn,rock
tfidf cosine,This Pain,metal,Witness To A Murder (Part 2),classical,Blessed 2 Have,r&b/soul,Pain in My Heart,blues
tfidf cosine,You Are Not Alone,pop,Stay Another Day,pop,So Far,r&b/soul,From Here To Eternity,jazz
tfidf cosine,Baby Be Mine,pop,Be My Girl,electronic,Anytime,pop,Give Me Time,r&b/soul
tfidf cosine,Man In The Mirror,pop,Universal Prayer,pop,A8,hip hop,Blues For Suckers,blues
tfidf cosine,Why You Wanna Trip On Me,pop,Everytime We Live Together We Die A Bit More,electronic,Give Me What I Want (LP Version),r&b/soul,Ain't No Stopping Us Now,r&b/soul
tfidf cosine,TiK ToK,pop,Ringa Ding Ding,electronic,It's A Party,hip hop,Let's All Get Drunk,hip hop
tfidf cosine,Nothing Lasts Forever,pop,I Love You Babe,r&b/soul,The Hurt,pop,I'd Hate To Be You When People Find Out What This Song Is About (Album),rock
tfidf cosine,Roamer,pop,Let Me Out,rock,I Still Feel,electronic,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf cosine,Live High (Album Version),pop,Easy,r&b/soul,Penelope Tree,pop,Easy Living,jazz
tfidf cosine,Did I Do That?,pop,So Not Over You,pop,Freedom,hip hop,What's On Your Mind,hip hop
tfidf cosine,I'll Be There,pop,I'll Be There,classical,Worlds Keep Spinning,jazz,You'll Be In My Heart,pop
tfidf cosine,I Think They're Thinking - Interlude,pop,Your Guts (I Hate 'em) (Live),reggae,Hate,electronic,Better Life,punk
tfidf cosine,Silent Movie,pop,Phoenix From The Fire,folk,Enjoy Yourself,r&b/soul,Freestate,electronic
tfidf cosine,Stumble,pop,More Than This,folk,What's Not Being Said,r&b/soul,More Than Words,pop
tfidf cosine,Heroe,pop,Tuesday,punk,Billie Jean,r&b/soul,One Kiss From Heaven,r&b/soul
tfidf cosine,Little Girl,pop,Tuesday,punk,One Kiss From Heaven,r&b/soul,Billie Jean,r&b/soul
tfidf cosine,Ruleta Rusa,pop,Obsesion (English Remix_ Album Version),latin,Mi Corazoncito,latin,Me Lo Estas Poniendo Dificil,latin
tfidf cosine,Contigo,pop,Mediterraneo,folk,Sueños,latin,19 De Noviembre,latin
tfidf cosine,Años Luz,pop,La Coqueta,latin,Mirta_ De Regreso,latin,Hazme Sentir,latin
tfidf cosine,Love Song,pop,I Will Write My Book,rock,Calls The Tune,punk,Vacation,punk
tfidf cosine,Candyman,pop,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,Computer Love,r&b/soul,Such A Night,r&b/soul
tfidf cosine,Tell Me Something I Don't Know,pop,Miracle Mile,country,Kiss And Tell,r&b/soul,Stutter,pop
tfidf cosine,Cry,pop,Lentil (Live),punk,Bump What Your Friends Say,r&b/soul,Happymess,hip hop
tfidf cosine,Zora sourit,pop,3ème Sexe,electronic,Laquelle Des Deux Est La Plus Snob,pop,Le Commerce De L'eau,pop
tfidf cosine,Dance,pop,Hold You,reggae,Heroes Of Our Land,metal,Mercy,metal
tfidf cosine,Partout Je Vois,pop,L'Homme De La Situation,pop,Assassine,classical,Titanic,electronic
tfidf cosine,Anytime,pop,Dreamworld,r&b/soul,What You Do To Me,r&b/soul,Alguien Real (Baby_ I'm In Love),latin
tfidf cosine,Simplest Love,pop,Green Light Girl,blues,Leaving Green Sleeves,folk,Sing A Song,country
tfidf cosine,Midnight Bottle,pop,Drive Me To Drink,country,Tonight The Bottle Let Me Down,country,Emergency House Party,punk
tfidf cosine,Let Me Be,pop,Ain't No Way,r&b/soul,Bump In The Road,blues,Ain't No Way (You Won't Love Me),r&b/soul
tfidf cosine,Big Sky,pop,Alice,electronic,La Prima Volta (First Time Ever I Saw Your Face),classical,Incarnadine,metal
tfidf cosine,Thinking About You,pop,Out On The Western Plain,blues,London Boys,rock,Borderline,rock
tfidf cosine,A Groovy Kind Of Love (Live),pop,What Kind Of Love,country,Some Kind Of Friend,jazz,Love Affair,r&b/soul
tfidf cosine,That's Why You're Beautiful,pop,The Pugilist,folk,Cavatina,classical,Big Swing Face,jazz
tfidf cosine,Step By Step,pop,Stone County,blues,Little Bit [CSS Remix],electronic,It's Your Thing,jazz
tfidf cosine,Piece Of Me (Main Version),pop,Missing Piece,electronic,The Angry Cry Of The Angry Pie,punk,This Is Me (Acoustic Full Version),pop
tfidf cosine,Can't Make You Love Me,pop,System,pop,It's All Up To You,r&b/soul,Politically Correct,punk
tfidf cosine,Girl In The Mirror,pop,Someone i care about,punk,Damage,r&b/soul,253,electronic
tfidf cosine,Radar,pop,So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),hip hop,I Don't Wanna Lose Your Love,r&b/soul,Move (If You Wanna),hip hop
tfidf cosine,When Your Eyes Say It,pop,Whispers,electronic,Tell Me,r&b/soul,Love Don't Love You (LP Version),r&b/soul
tfidf cosine,Precious (Live In Milan),pop,NoOne,r&b/soul,Broken Buildings,rock,If Trust Is Broken...,punk
tfidf cosine,Insectica,punk,Displaced,jazz,Disrepair,metal,There Must Be More,classical
tfidf cosine,Cambridge (Album Version),punk,The Moor,metal,Daybreaker (Roots Manuva Remix),folk,Relating To A Psychopath,r&b/soul
tfidf cosine,Disappear,punk,Swallows Me Whole,folk,Destination Unknown,pop,My Heart Belongs To You,classical
tfidf cosine,Fell in Love Without You (Cd),punk,Memories Are Made Of This,jazz,Dont Cry,punk,Back Then,hip hop
tfidf cosine,Point Of Extinction (Cd),punk,Lightspan,electronic,We Propose,reggae,If I Had,hip hop
tfidf cosine,Stand Too Close,punk,Overjoyed,r&b/soul,Indy 500,hip hop,Too Much Love,rock
tfidf cosine,Worker Bee,punk,Winter,folk,Good Day Here,country,Gold,pop
tfidf cosine,Mind Over Time,punk,I'm Not Silent,metal,Viva ! blunt force trauma,metal,All Over The World,rock
tfidf cosine,I Fought The Law,punk,I Held My Baby Last Night,blues,All Ghetto Girl,r&b/soul,My Girl,jazz
tfidf cosine,The Magnificent Seven,punk,Christmas Card From A Hooker In Minneapolis,blues,Willie And Laura Mae Jones,r&b/soul,I Can't Get My Hands On You,blues
tfidf cosine,Believe,punk,Alright,r&b/soul,Welcome To My Love,r&b/soul,One Love / People Get Ready,reggae
tfidf cosine,Empty Apartment,punk,Don't You (Forget About Me),punk,Broken Heart,country,Call Me,jazz
tfidf cosine,But Tonight We Dance,punk,Private Lives,electronic,Dance me love,jazz,Emergency House Party,punk
tfidf cosine,Faint Resemblance,punk,Wait A Minute,r&b/soul,Fields,electronic,Fiesta Loca,electronic
tfidf cosine,Survive,punk,Earthquake,rock,Highlight Of My Life,country,2x2x2,rock
tfidf cosine,The Dirt Whispered,punk,Digital Sea,electronic,Josey,punk,You Are Not Alone,pop
tfidf cosine,Get It Right (Album Version),punk,Something I Can Never Have,rock,When I Get Old,punk,All Terrain Vehicle                      	,rock
tfidf cosine,Want You Bad,punk,Bad Girls,pop,Ballchef,punk,You Need A Hug,punk
tfidf cosine,Staring At The Sun,punk,Punk Rock Points,electronic,Close My Eyes,reggae,Don't Cry For Me Argentina,rock
tfidf cosine,Operation Rescue,punk,World Of Uncertainty,reggae,16,pop,The Irony Of It All (Album Version),electronic
tfidf cosine,When Broken Is Easily Fixed (Album Version),punk,Pretty Lush (Album Version),metal,C.b.f.,metal,Bottomless Seas,punk
tfidf cosine,Want,punk,The Dog ( LP Version),r&b/soul,Do The Dog,reggae,TruDog: The Return,hip hop
tfidf cosine,Josey,punk,DHC,reggae,The Dirt Whispered,punk,Tinkers Blues,folk
tfidf cosine,1-2 Crush On You,punk,Knowledge Of Self,jazz,Auntie (Ma-Ma-Ma Belle),rock,Eat To Live (Album Version),hip hop
tfidf cosine,Brand New Cadillac,punk,He Ain't Comin' Home No More,classical,C'Mon,electronic,Goin' Back To Indiana,r&b/soul
tfidf cosine,Cool Confusion,punk,Me And My Desire,punk,Hollywood,blues,GO,punk
tfidf cosine,First Night Back In London,punk,Minutes to Miles,punk,Chest Pain,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf cosine,Inoculated City,punk,21 Guns (Good Riddance),punk,With God On Our Side,folk,Invaders Must Die,electronic
tfidf cosine,Lost In The Supermarket,punk,Here's To All The People I Have Lost,rock,Just In Time,jazz,The City,hip hop
tfidf cosine,Overpowered By Funk,punk,Funk Funk,r&b/soul,Shake Your Rump To The Funk,r&b/soul,One Nation Under A Groove,r&b/soul
tfidf cosine,Automatic Man (Album Version),punk,Reefer Man,jazz,Possessed To Skate,metal,I Call Him Love,pop
tfidf cosine,Chimaera (Album Version),punk,Hurts The Most,r&b/soul,Some Men Are Like Chocolate,classical,Ballchef,punk
tfidf cosine,Damned to Be Free (Album Version),punk,Ridiculous,hip hop,Wicked World,metal,Re-Birth,metal
tfidf cosine,Get Off,punk,Share My World,r&b/soul,Mainstream,hip hop,All For One (Explicit) (2006 Remastered LP Version),hip hop
tfidf cosine,Juneau,punk,Guess How Much I Love You,hip hop,Stone Cold Heart,r&b/soul,More Than You Know,jazz
tfidf cosine,Another The letter,punk,Where's The Truth,metal,Heart In The Right Place,pop,Promise Broken,country
tfidf cosine,Strange,punk,Something Written,jazz,Have To Explode,rock,DHC,reggae
tfidf cosine,Dude_ What Is a Land Pirate?,punk,Already Gone,pop,Destination: Death or Better Days,metal,I'd Hate To Be You When People Find Out What This Song Is About (Album),rock
tfidf cosine,Again I Go Unnoticed,punk,Another Wound,rock,I'm Still Waiting,r&b/soul,MV4,reggae
tfidf cosine,Carry This Picture,punk,Accidents,folk,Stingy,r&b/soul,The Cobbler,electronic
tfidf cosine,U R The One,r&b/soul,Jack U Off (LP Version),r&b/soul,Leave The Lights On (Album Version),pop,Never Letchu Go,r&b/soul
tfidf cosine,Ain't No Way (You Won't Love Me),r&b/soul,Love Affair,r&b/soul,Magical,hip hop,Honest Expression,hip hop
tfidf cosine,Nice & Slow,r&b/soul,Waiting For The Day,r&b/soul,Sex Packets (LP Version),hip hop,Star,hip hop
tfidf cosine,Roni,r&b/soul,Keep Your Hands Off Her,blues,My Little Girl,blues,Baby,folk
tfidf cosine,Damage,r&b/soul,Passin' Me By,hip hop,Caught Up,r&b/soul,Higher,r&b/soul
tfidf cosine,Gotta Be Ur Man,r&b/soul,Sunshine,hip hop,Be Your Husband,blues,Naked,r&b/soul
tfidf cosine,Birthmark,r&b/soul,Forgiveness,r&b/soul,Get It Together (Album Version),blues,Breakin Me,blues
tfidf cosine,Don't You Say No,r&b/soul,Disco,punk,Not Your Baby,pop,Naked,r&b/soul
tfidf cosine,Kickin' It With Your Girlfriend,r&b/soul,Interlude 5,r&b/soul,Kiss,jazz,Passin' Me By,hip hop
tfidf cosine,Rise Up,r&b/soul,Rise,hip hop,You Hold Me Together,country,Sometimes,pop
tfidf cosine,Joy Ride,r&b/soul,Joy,r&b/soul,Strings,r&b/soul,Make You Sweat (LP Version),jazz
tfidf cosine,Sprung,r&b/soul,I'm Ready,rock,GO,punk,Why You Doing Like That,rock
tfidf cosine,Never Too Much,r&b/soul,Too Much Pressure,reggae,Oh Baby I,r&b/soul,She's Funny That Way,jazz
tfidf cosine,Chocolate Factory,r&b/soul,Jack U Off (LP Version),r&b/soul,It Ain't Easy,reggae,Space,pop
tfidf cosine,I Mean (I Don't Mean It),r&b/soul,I Didn't Mean To Turn You On,rock,Do It All Again,r&b/soul,Tell Me,r&b/soul
tfidf cosine,In The Kitchen,r&b/soul,Sexy,hip hop,It's All Over,jazz,Rock And Roll Girls,rock
tfidf cosine,Distance And Time,r&b/soul,Oh Baby I,r&b/soul,The Look Of Love,jazz,20th Century,pop
tfidf cosine,Lover Man,r&b/soul,You Can't Judge A Book By It's Cover,blues,Moonlight Serenade,jazz,I Got a Woman,blues
tfidf cosine,Nobody Not Really (Interlude),r&b/soul,Jeannie's Diary,rock,A Really Good Time (1999 Digital Remaster),punk,Anyone Who Knows What Love Is (Will Understand),r&b/soul
tfidf cosine,Piano & I,r&b/soul,Lowrider,metal,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,Without You,r&b/soul
tfidf cosine,Tell You Something (Nana's Reprise),r&b/soul,Club Megamix,rock,Destination: Overdrive,electronic,Everyday,folk
tfidf cosine,Try Sleeping With A Broken Heart,r&b/soul,Fast As I Can,folk,Forgiveness,r&b/soul,Lost In You,country
tfidf cosine,Why Do I Feel So Sad,r&b/soul,Tell Me (Acoustic),folk,Hate,electronic,You Need A Hug,punk
tfidf cosine,Lovin U,r&b/soul,Easy,r&b/soul,Work It Out,electronic,Easy To Love,jazz
tfidf cosine,My Ride,r&b/soul,Who Ride Wit Us,hip hop,To Da Crib,r&b/soul,Stop This Car,r&b/soul
tfidf cosine,Starting All Over,r&b/soul,I'm Not In The Mood (To Say No)!,country,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,Life of Tha Party,hip hop
tfidf cosine,Oh Boy,r&b/soul,Jake,folk,Home,rock,Li'l Jack Horny,rock
tfidf cosine,Maybe,r&b/soul,Safe and Sound,reggae,FlyPaper,hip hop,Evenfall,rock
tfidf cosine,Stuck In the Middle,r&b/soul,Stop & Think It Over,pop,Loser Friendly,country,I Like It (Remix),hip hop
tfidf cosine,Bump What Your Friends Say,r&b/soul,Never Meant To Be,r&b/soul,Friends/Oh My My (LIve),folk,Don't Want You Back,pop
tfidf cosine,Smack Dab In The Middle,r&b/soul,Is This Love,reggae,Rock Me Baby,r&b/soul,20th Century Boy,rock
tfidf cosine,Don't You Know,r&b/soul,Soon Forward,reggae,Ain't Too Proud To Beg,r&b/soul,Rock Me Baby,r&b/soul
tfidf cosine,All I Ever Think About,r&b/soul,Nice & Slow,r&b/soul,Sex,hip hop,Waiting For The Day,r&b/soul
tfidf cosine,(You Were Made) Especially For Me,r&b/soul,Anyone Who Knows What Love Is (Will Understand),r&b/soul,Don't Sit Under The Apple Tree,jazz,Dream Catch Me,folk
tfidf cosine,I Was Made To Love Her,r&b/soul,Build Me Up Buttercup,pop,Black Dog,country,I BELIEVE,electronic
tfidf cosine,Bridge Over Troubled Water,r&b/soul,When I Lay My Burden Down,blues,Lay Down Your Sorrows,blues,Sweet Troubled Soul,rock
tfidf cosine,Goin' Back To Indiana,r&b/soul,Heaven,r&b/soul,I Got It Goin' On,jazz,He Ain't Comin' Home No More,classical
tfidf cosine,Lookin' Through The Windows,r&b/soul,Twizala,r&b/soul,Morning Light,reggae,Looking for Somebody,blues
tfidf cosine,You've Changed,r&b/soul,Here And Now,r&b/soul,Yeah,electronic,Something To Talk About,blues
tfidf cosine,Switch!,r&b/soul,Best Of Luck,country,I Don't Care,metal,The Winkle Man,reggae
tfidf cosine,One World (Not Three),reggae,Lightspan,electronic,Imagine,r&b/soul,This Respirator,reggae
tfidf cosine,Close My Eyes,reggae,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Days Like These,reggae,Bad Mutha,hip hop
tfidf cosine,Exaltation,reggae,Prism Of Life,electronic,O Holy Night,classical,All Over The World,rock
tfidf cosine,Fire and Heights,reggae,So Help Me God,electronic,Book Of Life,hip hop,All Fired Up_ No Place To Go,country
tfidf cosine,Jerusalem,reggae,One Tribe,hip hop,Autopilot,folk,Yours (Live),jazz
tfidf cosine,Warrior,reggae,Adam Lives In Theory,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Memories Are Made Of This,jazz
tfidf cosine,Don't Push,reggae,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Make the Music With Your Mouth_ Biz,hip hop,The Dance,hip hop
tfidf cosine,Pawn Shop,reggae,Do You Remember,r&b/soul,Stone Cold,r&b/soul,The House That We Built,electronic
tfidf cosine,See you in the Light,reggae,At The Spot,r&b/soul,You Know How to Love Me,r&b/soul,Hyper-Ballad,electronic
tfidf cosine,Sweet Little Lies,reggae,Where's The Truth,metal,Masquerade,pop,Blind Rage,electronic
tfidf cosine,The Way You Make Me Feel,reggae,What You Do To Me,r&b/soul,By The Way,hip hop,There'll Come A Time,pop
tfidf cosine,Grito Mundial,reggae,Exilio,latin,Ven,pop,La Ranfla Del Cartel,hip hop
tfidf cosine,Get This Party Started: Ghost Remix,reggae,Everybody Everybody,electronic,Life Of The Party,reggae,Where's The Party,punk
tfidf cosine,Africa Unite,reggae,Sticky,reggae,Progress,rock,To All New Arrivals,electronic
tfidf cosine,Could You Be Loved,reggae,Destination Unknown,pop,You Do Something To Me,latin,Rollercoaster,hip hop
tfidf cosine,No Water,reggae,All Along The Water,pop,Don't Wanna Go To Bed Now,jazz,Rubylove,folk
tfidf cosine,One Love / People Get Ready,reggae,Believe,punk,Alright,rock,It's Alright,punk
tfidf cosine,Try Me,reggae,Take Me Away,electronic,Try Me Again,country,Without You,r&b/soul
tfidf cosine,Baby We've Got A Date (Rock It Baby),reggae,Rock Wit U (Awww Baby),r&b/soul,We Gonna Rock,electronic,The Street And Babe Shadow,rock
